,Office_2008,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,dem_votes,repub_votes,county_polit_lean,county_perc_vote_dem,county_perc_vote_repub,county_state,county_stateV2,state_abb,hhi.political_lean,diversity.political_lean
1298,President 2008,Michigan,20081104,N/A,LIVINGSTON,County,"99,638","55,592","McCain, John S. III",Challenger,"42,349","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,697","13,243",R,55.79,42.5,0,1.7,56.76,43.24,NA,NA,NA,1935,2191,256,0.468977218,0.531022782,Livingston County MI,Livingston MI,MI,0.501924826,0.498075174
1299,President 2008,Michigan,20081104,N/A,LUCE,County,"2,740","1,490","McCain, John S. III",Challenger,"1,191","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,59,299,R,54.38,43.47,0,2.15,55.58,44.42,NA,NA,NA,67,128,61,0.343589744,0.656410256,Luce County MI,Luce MI,MI,0.548928337,0.451071663
1300,President 2008,Michigan,20081104,N/A,MACKINAC,County,"6,396","3,268","McCain, John S. III",Challenger,"3,027","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,101,241,R,51.09,47.33,0,1.58,51.91,48.09,NA,NA,NA,1345,1384,39,0.492854525,0.507145475,Mackinac County MI,Mackinac MI,MI,0.500102116,0.499897884
1301,President 2008,Michigan,20081104,N/A,MACOMB,County,"419,216","187,663","McCain, John S. III",Challenger,"223,784","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"7,769","36,121",D,44.77,53.38,0,1.85,45.61,54.39,NA,NA,NA,1186,788,-398,0.600810537,0.399189463,Macomb County MI,Macomb MI,MI,0.520325529,0.479674471
1302,President 2008,Michigan,20081104,N/A,MANISTEE,County,"13,009","5,510","McCain, John S. III",Challenger,"7,235","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,264,"1,725",D,42.36,55.62,0,2.03,43.23,56.77,NA,NA,NA,2449,2065,-384,0.542534338,0.457465662,Manistee County MI,Manistee MI,MI,0.50361834,0.49638166
1303,President 2008,Michigan,20081104,N/A,MARQUETTE,County,"33,185","12,906","McCain, John S. III",Challenger,"19,635","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,644,"6,729",D,38.89,59.17,0,1.94,39.66,60.34,NA,NA,NA,791,492,-299,0.616523772,0.383476228,Marquette County MI,Marquette MI,MI,0.527155579,0.472844421
1304,President 2008,Michigan,20081104,N/A,MASON,County,"15,223","7,147","McCain, John S. III",Challenger,"7,817","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,259,670,D,46.95,51.35,0,1.7,47.76,52.24,NA,NA,NA,2513,2460,-53,0.505328775,0.494671225,Mason County MI,Mason MI,MI,0.500056792,0.499943208
1305,President 2008,Michigan,20081104,N/A,MECOSTA,County,"18,664","9,238","McCain, John S. III",Challenger,"9,101","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,325,137,R,49.5,48.76,0,1.74,50.37,49.63,NA,NA,NA,2736,2792,56,0.494934877,0.505065123,Mecosta County MI,Mecosta MI,MI,0.500051311,0.499948689
1306,President 2008,Michigan,20081104,N/A,MENOMINEE,County,"11,072","4,855","McCain, John S. III",Challenger,"5,981","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,236,"1,126",D,43.85,54.02,0,2.13,44.8,55.2,NA,NA,NA,2152,1857,-295,0.536792218,0.463207782,Menominee County MI,Menominee MI,MI,0.502707335,0.497292665
1307,President 2008,Michigan,20081104,N/A,MIDLAND,County,"43,707","22,263","McCain, John S. III",Challenger,"20,701","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,743,"1,562",R,50.94,47.36,0,1.7,51.82,48.18,NA,NA,NA,1124,1152,28,0.493848858,0.506151142,Midland County MI,Midland MI,MI,0.500075673,0.499924327
1308,President 2008,Michigan,20081104,N/A,MISSAUKEE,County,"7,492","4,469","McCain, John S. III",Challenger,"2,898","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,125,"1,571",R,59.65,38.68,0,1.67,60.66,39.34,NA,NA,NA,1071,1789,718,0.374475524,0.625524476,Missaukee County MI,Missaukee MI,MI,0.531512788,0.468487212
1309,President 2008,Michigan,20081104,N/A,MONROE,County,"76,422","35,858","McCain, John S. III",Challenger,"39,180","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,384","3,322",D,46.92,51.27,0,1.81,47.79,52.21,NA,NA,NA,1692,1625,-67,0.510099487,0.489900513,Monroe County MI,Monroe MI,MI,0.500203999,0.499796001
1310,President 2008,Michigan,20081104,N/A,MONTCALM,County,"27,051","13,291","McCain, John S. III",Challenger,"13,208","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,552,83,R,49.13,48.83,0,2.04,50.16,49.84,NA,NA,NA,552,527,-25,0.511584801,0.488415199,Montcalm County MI,Montcalm MI,MI,0.500268415,0.499731585
1311,President 2008,Michigan,20081104,N/A,MONTMORENCY,County,"5,360","2,841","McCain, John S. III",Challenger,"2,403","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,116,438,R,53,44.83,0,2.16,54.18,45.82,NA,NA,NA,930,1034,104,0.473523422,0.526476578,Montmorency County MI,Montmorency MI,MI,0.501402018,0.498597982
1312,President 2008,Michigan,20081104,N/A,MUSKEGON,County,"84,271","29,145","McCain, John S. III",Challenger,"53,821","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,305","24,676",D,34.58,63.87,0,1.55,35.13,64.87,NA,NA,NA,2188,1294,-894,0.628374497,0.371625503,Muskegon County MI,Muskegon MI,MI,0.532960023,0.467039977
1313,President 2008,Michigan,20081104,N/A,NEWAYGO,County,"23,105","11,862","McCain, John S. III",Challenger,"10,790","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,453,"1,072",R,51.34,46.7,0,1.96,52.37,47.63,NA,NA,NA,394,415,21,0.487021014,0.512978986,Newaygo County MI,Newaygo MI,MI,0.500336908,0.499663092
1314,President 2008,Michigan,20081104,N/A,OAKLAND,County,"659,068","276,956","McCain, John S. III",Challenger,"372,566","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"9,546","95,610",D,42.02,56.53,0,1.45,42.64,57.36,NA,NA,NA,1673,1270,-403,0.56846755,0.43153245,Oakland County MI,Oakland MI,MI,0.509375611,0.490624389
1315,President 2008,Michigan,20081104,N/A,OCEANA,County,"12,509","5,860","McCain, John S. III",Challenger,"6,405","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,244,545,D,46.85,51.2,0,1.95,47.78,52.22,NA,NA,NA,2278,2118,-160,0.518198362,0.481801638,Oceana County MI,Oceana MI,MI,0.500662361,0.499337639
1316,President 2008,Michigan,20081104,N/A,OGEMAW,County,"10,768","5,133","McCain, John S. III",Challenger,"5,391","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,244,258,D,47.67,50.07,0,2.27,48.77,51.23,NA,NA,NA,2071,1998,-73,0.508970263,0.491029737,Ogemaw County MI,Ogemaw MI,MI,0.500160931,0.499839069
1317,President 2008,Michigan,20081104,N/A,ONTONAGON,County,"3,885","1,823","McCain, John S. III",Challenger,"1,966","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,96,143,D,46.92,50.6,0,2.47,48.11,51.89,NA,NA,NA,339,225,-114,0.60106383,0.39893617,Ontonagon County MI,Ontonagon MI,MI,0.520427795,0.479572205
1318,President 2008,Michigan,20081104,N/A,OSCEOLA,County,"11,026","5,973","McCain, John S. III",Challenger,"4,855","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,198,"1,118",R,54.17,44.03,0,1.8,55.16,44.84,NA,NA,NA,1876,2139,263,0.467247821,0.532752179,Osceola County MI,Osceola MI,MI,0.502145411,0.497854589
1319,President 2008,Michigan,20081104,N/A,OSCODA,County,"4,328","2,320","McCain, John S. III",Challenger,"1,887","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,121,433,R,53.6,43.6,0,2.8,55.15,44.85,NA,NA,NA,315,897,582,0.25990099,0.74009901,Oscoda County MI,Oscoda MI,MI,0.615295069,0.384704931
1320,President 2008,Michigan,20081104,N/A,OTSEGO,County,"12,616","6,752","McCain, John S. III",Challenger,"5,634","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,230,"1,118",R,53.52,44.66,0,1.82,54.51,45.49,NA,NA,NA,2102,2344,242,0.472784525,0.527215475,Otsego County MI,Otsego MI,MI,0.501481364,0.498518636
1321,President 2008,Michigan,20081104,N/A,OTTAWA,County,"136,268","83,330","McCain, John S. III",Challenger,"50,828","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,110","32,502",R,61.15,37.3,0,1.55,62.11,37.89,NA,NA,NA,2161,2732,571,0.441651339,0.558348661,Ottawa County MI,Ottawa MI,MI,0.506809133,0.493190867
1322,President 2008,Michigan,20081104,N/A,PRESQUE ISLE,County,"7,505","3,606","McCain, John S. III",Challenger,"3,722","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,177,116,D,48.05,49.59,0,2.36,49.21,50.79,NA,NA,NA,1517,1458,-59,0.509915966,0.490084034,Presque Isle County MI,Presque Isle MI,MI,0.500196653,0.499803347
1323,President 2008,Michigan,20081104,N/A,ROSCOMMON,County,"14,051","6,727","McCain, John S. III",Challenger,"7,082","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,242,355,D,47.88,50.4,0,1.72,48.71,51.29,NA,NA,NA,2427,2340,-87,0.509125236,0.490874764,Roscommon County MI,Roscommon MI,MI,0.50016654,0.49983346
1324,President 2008,Michigan,20081104,N/A,SAGINAW,County,"104,090","42,225","McCain, John S. III",Challenger,"60,276","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,589","18,051",D,40.57,57.91,0,1.53,41.19,58.81,NA,NA,NA,2341,1909,-432,0.550823529,0.449176471,Saginaw County MI,Saginaw MI,MI,0.505166062,0.494833938
1325,President 2008,Michigan,20081104,N/A,SANILAC,County,"20,169","10,679","McCain, John S. III",Challenger,"9,047","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,443,"1,632",R,52.95,44.86,0,2.2,54.14,45.86,NA,NA,NA,2732,318,-2414,0.895737705,0.104262295,Sanilac County MI,Sanilac MI,MI,0.813216662,0.186783338
1326,President 2008,Michigan,20081104,N/A,SCHOOLCRAFT,County,"4,326","2,058","McCain, John S. III",Challenger,"2,184","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,84,126,D,47.57,50.49,0,1.94,48.51,51.49,NA,NA,NA,865,840,-25,0.507331378,0.492668622,Schoolcraft County MI,Schoolcraft MI,MI,0.500107498,0.499892502
1327,President 2008,Michigan,20081104,N/A,SHIAWASSEE,County,"36,415","16,268","McCain, John S. III",Challenger,"19,397","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,750,"3,129",D,44.67,53.27,0,2.06,45.61,54.39,NA,NA,NA,785,687,-98,0.533288043,0.466711957,Shiawassee County MI,Shiawassee MI,MI,0.502216188,0.497783812
1328,President 2008,Michigan,20081104,N/A,ST. CLAIR,County,"80,900","38,536","McCain, John S. III",Challenger,"40,677","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,687","2,141",D,47.63,50.28,0,2.09,48.65,51.35,NA,NA,NA,1916,1662,-254,0.53549469,0.46450531,St. Clair County MI,St. Clair MI,MI,0.502519746,0.497480254
1329,President 2008,Michigan,20081104,N/A,ST. JOSEPH,County,"25,702","12,886","McCain, John S. III",Challenger,"12,322","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,494,564,R,50.14,47.94,0,1.92,51.12,48.88,NA,NA,NA,500,491,-9,0.504540868,0.495459132,St. Joseph County MI,St. Joseph MI,MI,0.500041239,0.499958761
1330,President 2008,Michigan,20081104,N/A,TUSCOLA,County,"27,798","13,740","McCain, John S. III",Challenger,"13,503","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,555,237,R,49.43,48.58,0,2,50.43,49.57,NA,NA,NA,571,549,-22,0.509821429,0.490178571,Tuscola County MI,Tuscola MI,MI,0.500192921,0.499807079
1331,President 2008,Michigan,20081104,N/A,VAN BUREN,County,"34,766","15,534","McCain, John S. III",Challenger,"18,588","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,644,"3,054",D,44.68,53.47,0,1.85,45.52,54.48,NA,NA,NA,764,651,-113,0.539929329,0.460070671,Van Buren County MI,Van Buren MI,MI,0.503188703,0.496811297
1332,President 2008,Michigan,20081104,N/A,WASHTENAW,County,"187,115","53,946","McCain, John S. III",Challenger,"130,578","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,591","76,632",D,28.83,69.78,0,1.38,29.24,70.76,NA,NA,NA,591,2173,1582,0.21382055,0.78617945,Washtenaw County MI,Washtenaw MI,MI,0.663797355,0.336202645
1333,President 2008,Michigan,20081104,N/A,WAYNE,County,"890,326","219,582","McCain, John S. III",Challenger,"660,085","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"10,659","440,503",D,24.66,74.14,0,1.2,24.96,75.04,NA,NA,NA,2388,1144,-1244,0.67610419,0.32389581,Wayne County MI,Wayne MI,MI,0.562025372,0.437974628
1334,President 2008,Michigan,20081104,N/A,WEXFORD,County,"15,704","8,044","McCain, John S. III",Challenger,"7,379","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,281,665,R,51.22,46.99,0,1.79,52.16,47.84,NA,NA,NA,2467,2612,145,0.485725537,0.514274463,Wexford County MI,Wexford MI,MI,0.500407521,0.499592479
1335,President 2008,Minnesota,20081104,N/A,AITKIN,County,"9,410","4,589","McCain, John S. III",Challenger,"4,595","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,226,6,D,48.77,48.83,0,2.4,49.97,50.03,NA,NA,NA,1830,1818,-12,0.501644737,0.498355263,Aitkin County MN,Aitkin MN,MN,0.50000541,0.49999459
1336,President 2008,Minnesota,20081104,N/A,ANOKA,County,"182,224","91,357","McCain, John S. III",Challenger,"86,976","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,891","4,381",R,50.13,47.73,0,2.14,51.23,48.77,NA,NA,NA,2707,2869,162,0.485473458,0.514526542,Anoka County MN,Anoka MN,MN,0.500422041,0.499577959
1337,President 2008,Minnesota,20081104,N/A,BECKER,County,"16,965","8,851","McCain, John S. III",Challenger,"7,687","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,427,"1,164",R,52.17,45.31,0,2.52,53.52,46.48,NA,NA,NA,2502,2700,198,0.480968858,0.519031142,Becker County MN,Becker MN,MN,0.500724369,0.499275631
1338,President 2008,Minnesota,20081104,N/A,BELTRAMI,County,"22,236","9,762","McCain, John S. III",Challenger,"12,019","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,455,"2,257",D,43.9,54.05,0,2.05,44.82,55.18,NA,NA,NA,486,2849,2363,0.145727136,0.854272864,Beltrami County MN,Beltrami MN,MN,0.751018524,0.248981476
1339,President 2008,Minnesota,20081104,N/A,BENTON,County,"19,339","10,338","McCain, John S. III",Challenger,"8,454","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,547,"1,884",R,53.46,43.71,0,2.83,55.01,44.99,NA,NA,NA,2631,292,-2339,0.900102634,0.099897366,Benton County MN,Benton MN,MN,0.820164236,0.179835764
1340,President 2008,Minnesota,20081104,N/A,BIG STONE,County,"2,990","1,362","McCain, John S. III",Challenger,"1,552","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,76,190,D,45.55,51.91,0,2.54,46.74,53.26,NA,NA,NA,201,94,-107,0.681355932,0.318644068,Big Stone County MN,Big Stone MN,MN,0.565779948,0.434220052
1341,President 2008,Minnesota,20081104,N/A,BLUE EARTH,County,"35,070","14,782","McCain, John S. III",Challenger,"19,325","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,963,"4,543",D,42.15,55.1,0,2.75,43.34,56.66,NA,NA,NA,780,600,-180,0.565217391,0.434782609,Blue Earth County MN,Blue Earth MN,MN,0.508506616,0.491493384
1342,President 2008,Minnesota,20081104,N/A,BROWN,County,"13,620","7,456","McCain, John S. III",Challenger,"5,809","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,355,"1,647",R,54.74,42.65,0,2.61,56.21,43.79,NA,NA,NA,2120,2486,366,0.460269214,0.539730786,Brown County MN,Brown MN,MN,0.503157071,0.496842929
1343,President 2008,Minnesota,20081104,N/A,CARLTON,County,"18,449","6,549","McCain, John S. III",Challenger,"11,501","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,399,"4,952",D,35.5,62.34,0,2.16,36.28,63.72,NA,NA,NA,444,2314,1870,0.160986222,0.839013778,Carlton County MN,Carlton MN,MN,0.729860683,0.270139317
1344,President 2008,Minnesota,20081104,N/A,CARVER,County,"49,683","28,156","McCain, John S. III",Challenger,"20,654","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,873,"7,502",R,56.67,41.57,0,1.76,57.68,42.32,NA,NA,NA,1123,1275,152,0.468306922,0.531693078,Carver County MN,Carver MN,MN,0.502008902,0.497991098
1345,President 2008,Minnesota,20081104,N/A,CASS,County,"16,307","8,660","McCain, John S. III",Challenger,"7,276","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,371,"1,384",R,53.11,44.62,0,2.28,54.34,45.66,NA,NA,NA,2453,2682,229,0.477702045,0.522297955,Cass County MN,Cass MN,MN,0.500994398,0.499005602
1346,President 2008,Minnesota,20081104,N/A,CHIPPEWA,County,"6,356","2,907","McCain, John S. III",Challenger,"3,280","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,169,373,D,45.74,51.6,0,2.66,46.99,53.01,NA,NA,NA,1414,1056,-358,0.572469636,0.427530364,Chippewa County MN,Chippewa MN,MN,0.510503696,0.489496304
1347,President 2008,Minnesota,20081104,N/A,CHISAGO,County,"29,305","15,789","McCain, John S. III",Challenger,"12,783","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,733,"3,006",R,53.88,43.62,0,2.5,55.26,44.74,NA,NA,NA,521,660,139,0.441151566,0.558848434,Chisago County MN,Chisago MN,MN,0.506926276,0.493073724
1348,President 2008,Minnesota,20081104,N/A,CLAY,County,"29,259","11,978","McCain, John S. III",Challenger,"16,666","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,615,"4,688",D,40.94,56.96,0,2.1,41.82,58.18,NA,NA,NA,702,424,-278,0.623445826,0.376554174,Clay County MN,Clay MN,MN,0.530477744,0.469522256
1349,President 2008,Minnesota,20081104,N/A,CLEARWATER,County,"4,261","2,291","McCain, John S. III",Challenger,"1,877","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,93,414,R,53.77,44.05,0,2.18,54.97,45.03,NA,NA,NA,312,887,575,0.260216847,0.739783153,Clearwater County MN,Clearwater MN,MN,0.614991921,0.385008079
1350,President 2008,Minnesota,20081104,N/A,COOK,County,"3,348","1,240","McCain, John S. III",Challenger,"2,019","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,89,779,D,37.04,60.3,0,2.66,38.05,61.95,NA,NA,NA,811,64,-747,0.926857143,0.073142857,Cook County MN,Cook MN,MN,0.864414041,0.135585959
1351,President 2008,Minnesota,20081104,N/A,COTTONWOOD,County,"6,036","3,157","McCain, John S. III",Challenger,"2,759","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,120,398,R,52.3,45.71,0,1.99,53.36,46.64,NA,NA,NA,1038,1362,324,0.4325,0.5675,Cottonwood County MN,Cottonwood MN,MN,0.5091125,0.4908875
1352,President 2008,Minnesota,20081104,N/A,CROW WING,County,"35,165","18,567","McCain, John S. III",Challenger,"15,859","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,739,"2,708",R,52.8,45.1,0,2.1,53.93,46.07,NA,NA,NA,665,765,100,0.465034965,0.534965035,Crow Wing County MN,Crow Wing MN,MN,0.502445107,0.497554893
1353,President 2008,Minnesota,20081104,N/A,DAKOTA,County,"225,472","104,364","McCain, John S. III",Challenger,"116,778","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,330","12,414",D,46.29,51.79,0,1.92,47.19,52.81,NA,NA,NA,480,352,-128,0.576923077,0.423076923,Dakota County MN,Dakota MN,MN,0.51183432,0.48816568
1354,President 2008,Minnesota,20081104,N/A,DODGE,County,"10,213","5,468","McCain, John S. III",Challenger,"4,463","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,282,"1,005",R,53.54,43.7,0,2.76,55.06,44.94,NA,NA,NA,1801,2056,255,0.46694322,0.53305678,Dodge County MN,Dodge MN,MN,0.502185501,0.497814499
1355,President 2008,Minnesota,20081104,N/A,DOUGLAS,County,"20,918","11,241","McCain, John S. III",Challenger,"9,256","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,421,"1,985",R,53.74,44.25,0,2.01,54.84,45.16,NA,NA,NA,2745,375,-2370,0.879807692,0.120192308,Douglas County MN,Douglas MN,MN,0.788507766,0.211492234
1356,President 2008,Minnesota,20081104,N/A,FARIBAULT,County,"8,152","4,196","McCain, John S. III",Challenger,"3,736","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,220,460,R,51.47,45.83,0,2.7,52.9,47.1,NA,NA,NA,1520,1717,197,0.46957059,0.53042941,Faribault County MN,Faribault MN,MN,0.501851898,0.498148102
1357,President 2008,Minnesota,20081104,N/A,FILLMORE,County,"11,234","4,993","McCain, John S. III",Challenger,"5,921","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,320,928,D,44.45,52.71,0,2.85,45.75,54.25,NA,NA,NA,2143,1887,-256,0.531761787,0.468238213,Fillmore County MN,Fillmore MN,MN,0.502017622,0.497982378
1358,President 2008,Minnesota,20081104,N/A,FREEBORN,County,"17,280","6,955","McCain, John S. III",Challenger,"9,915","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,410,"2,960",D,40.25,57.38,0,2.37,41.23,58.77,NA,NA,NA,2792,2373,-419,0.540561471,0.459438529,Freeborn County MN,Freeborn MN,MN,0.503290466,0.496709534
1359,President 2008,Minnesota,20081104,N/A,GOODHUE,County,"25,795","12,775","McCain, John S. III",Challenger,"12,420","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,600,355,R,49.53,48.15,0,2.33,50.7,49.3,NA,NA,NA,507,485,-22,0.51108871,0.48891129,Goodhue County MN,Goodhue MN,MN,0.500245919,0.499754081
1360,President 2008,Minnesota,20081104,N/A,GRANT,County,"3,605","1,646","McCain, John S. III",Challenger,"1,850","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,109,204,D,45.66,51.32,0,3.02,47.08,52.92,NA,NA,NA,304,174,-130,0.635983264,0.364016736,Grant County MN,Grant MN,MN,0.536982896,0.463017104
1361,President 2008,Minnesota,20081104,N/A,HENNEPIN,County,"663,780","231,054","McCain, John S. III",Challenger,"420,958","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"11,768","189,904",D,34.81,63.42,0,1.77,35.44,64.56,NA,NA,NA,1937,1189,-748,0.619641715,0.380358285,Hennepin County MN,Hennepin MN,MN,0.52862828,0.47137172
1362,President 2008,Minnesota,20081104,N/A,HOUSTON,County,"10,883","4,743","McCain, John S. III",Challenger,"5,906","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,234,"1,163",D,43.58,54.27,0,2.15,44.54,55.46,NA,NA,NA,2138,1840,-298,0.537456008,0.462543992,Houston County MN,Houston MN,MN,0.502805905,0.497194095
1363,President 2008,Minnesota,20081104,N/A,HUBBARD,County,"11,638","6,558","McCain, John S. III",Challenger,"4,872","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,208,"1,686",R,56.35,41.86,0,1.79,57.38,42.62,NA,NA,NA,1880,2315,435,0.448152563,0.551847437,Hubbard County MN,Hubbard MN,MN,0.505376314,0.494623686
1364,President 2008,Minnesota,20081104,N/A,ISANTI,County,"20,053","11,324","McCain, John S. III",Challenger,"8,248","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,481,"3,076",R,56.47,41.13,0,2.4,57.86,42.14,NA,NA,NA,2612,381,-2231,0.872702974,0.127297026,Isanti County MN,Isanti MN,MN,0.777815013,0.222184987
1365,President 2008,Minnesota,20081104,N/A,ITASCA,County,"24,395","10,309","McCain, John S. III",Challenger,"13,460","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,626,"3,151",D,42.26,55.18,0,2.57,43.37,56.63,NA,NA,NA,568,288,-280,0.663551402,0.336448598,Itasca County MN,Itasca MN,MN,0.553498122,0.446501878
1366,President 2008,Minnesota,20081104,N/A,JACKSON,County,"5,623","2,858","McCain, John S. III",Challenger,"2,618","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,147,240,R,50.83,46.56,0,2.61,52.19,47.81,NA,NA,NA,999,1038,39,0.490427099,0.509572901,Jackson County MN,Jackson MN,MN,0.500183281,0.499816719
